experiment_id,student_id,experiment_date,variant,exposure,primary_conversion,guardrail_engagement,search_time_guardrail,processing_time_guardrail,company_id,job_id,event_type,skill,region,experience_years,job_openings,event_count,consent_status
EXP_001,Student_0036,2025-03-12 22:02:12.220,Control,1,0,1,8.456666666666667,47.866666666666674,Company_048,J0085,Company Posted,Java,East,1.3333333333333333,9.333333333333334,3,Yes
EXP_001,Student_0180,2025-03-14 10:05:48.581,Control,1,1,1,5.566666666666666,29.8,Company_054,J0034,Company Shortlisted,Power Bi,Central,2.3333333333333335,6.666666666666667,3,No
EXP_001,Student_0127,2025-03-15 07:43:58.397,Control,1,1,1,3.4800000000000004,47.7,Company_075,J0153,Student Applied,Python,West,2.5,5.5,2,Yes
EXP_001,Student_0014,2025-03-16 05:22:08.214,Control,1,0,1,6.9,48.599999999999994,Company_038,J0087,Company Posted,Python,West,2.25,4.75,4,Yes
EXP_001,Student_0215,2025-03-17 03:00:18.030,Treatment,1,1,0,6.31,53.7,Company_066,J0086,Student Applied,Excel,Central,0.0,7.0,1,Yes
EXP_001,Student_0130,2025-03-18 00:38:27.846,Treatment,1,1,1,9.485,47.925,Company_080,J0057,Company Shortlisted,Tableau,West,2.0,7.5,4,Yes
EXP_001,Student_0187,2025-03-19 05:29:20.935,Control,1,0,1,9.665,52.599999999999994,Company_068,J0168,Company Posted,Tableau,East,3.5,6.5,2,Yes
EXP_001,Student_0007,2025-03-20 03:07:30.751,Control,1,1,0,5.54,44.3,Company_021,J0053,Student Applied,Java,North,0.0,10.0,1,Yes
EXP_001,Student_0238,2025-03-21 07:58:23.840,Control,1,1,0,0.96,30.8,Company_007,J0145,Student Applied,Sql,Central,5.0,10.0,1,Yes
EXP_001,Student_0237,2025-03-22 05:36:33.656,Control,1,1,1,8.92,32.4,Company_033,J0220,Student Applied,Finance,North,0.0,8.0,2,Yes
EXP_001,Student_0018,2025-03-22 12:49:16.928,Control,1,0,0,4.32,1.5,Company_048,J0190,Company Posted,Data Analysis,Central,1.0,8.0,1,Yes
EXP_001,Student_0227,2025-03-23 10:27:26.745,Control,1,1,1,3.565,28.8,Company_022,J0064,Company Shortlisted,Data Analysis,East,4.5,5.5,2,Yes
EXP_001,Student_0015,2025-03-24 00:52:53.289,Treatment,1,1,1,7.163333333333334,44.06666666666666,Company_038,J0054,Company Shortlisted,Data Analysis,South,2.6666666666666665,3.0,3,No
EXP_001,Student_0185,2025-03-26 10:34:39.466,Treatment,1,0,1,6.753333333333333,55.26666666666667,Company_028,J0029,Company Posted,Marketing,North,2.6666666666666665,4.666666666666667,3,Yes
EXP_001,Student_0231,2025-03-27 01:00:06.010,Treatment,1,1,1,8.84,36.45,Company_069,J0011,Student Applied,Marketing,North,4.5,9.5,2,No
EXP_001,Student_0044,2025-03-28 05:50:59.098,Treatment,1,0,1,6.275,44.650000000000006,Company_004,J0113,Company Posted,Java,East,3.5,1.0,2,Yes
EXP_001,Student_0013,2025-03-29 03:29:08.915,Control,1,1,1,7.355,42.6,Company_049,J0054,Company Shortlisted,Finance,West,0.5,6.0,2,Yes
EXP_001,Student_0068,2025-03-30 01:07:18.731,Treatment,1,1,1,7.9275,36.45,Company_030,J0111,Company Shortlisted,Data Analysis,South,2.5,5.25,4,Yes
EXP_001,Student_0067,2025-03-30 15:32:45.275,Treatment,1,1,1,5.64,28.75,Company_006,J0150,Student Applied,Power Bi,East,4.0,5.0,2,Yes
EXP_001,Student_0168,2025-04-02 22:52:41.269,Treatment,1,1,1,5.81,43.45,Company_025,J0154,Student Applied,Finance,South,2.0,7.0,2,Yes
EXP_001,Student_0042,2025-04-04 03:43:34.357,Treatment,1,1,1,8.64,47.03333333333333,Company_046,J0040,Company Shortlisted,Sql,Central,2.6666666666666665,8.0,3,No
EXP_001,Student_0169,2025-04-04 10:56:17.629,Control,1,0,0,7.96,2.0,Company_024,J0017,Company Posted,Tableau,East,0.0,5.0,1,No
EXP_001,Student_0064,2025-04-05 22:59:53.990,Treatment,1,1,1,8.16,17.325,Company_027,J0104,Student Applied,Python,North,1.75,6.75,4,Yes
EXP_001,Student_0198,2025-04-07 18:16:13.623,Treatment,1,1,1,7.673333333333333,32.733333333333334,Company_048,J0108,Company Shortlisted,Data Analysis,Central,2.3333333333333335,5.333333333333333,3,Yes
EXP_001,Student_0150,2025-04-09 06:19:49.983,Treatment,1,0,1,5.165,41.1,Company_025,J0012,Company Posted,Data Analysis,East,3.5,5.5,2,Yes
EXP_001,Student_0062,2025-04-12 06:27:02.705,Treatment,1,1,1,7.112500000000001,36.175,Company_008,J0055,Student Applied,Java,East,4.25,4.75,4,No
EXP_001,Student_0152,2025-04-13 04:05:12.521,Control,1,1,1,9.346666666666666,44.26666666666667,Company_076,J0062,Student Applied,Sql,South,1.6666666666666667,4.0,3,Yes
EXP_001,Student_0137,2025-04-13 18:30:39.065,Treatment,1,1,1,5.485,12.45,Company_066,J0216,Student Applied,Java,East,2.0,5.5,2,No
EXP_001,Student_0131,2025-04-14 08:56:05.609,Treatment,1,1,0,11.0,35.4,Company_063,J0008,Student Applied,Python,West,0.0,8.0,1,Yes
EXP_001,Student_0243,2025-04-14 16:08:48.881,Treatment,1,1,1,6.005,68.05000000000001,Company_051,J0149,Company Shortlisted,Tableau,North,4.5,4.5,2,Yes
EXP_001,Student_0031,2025-04-14 23:21:32.154,Treatment,1,1,0,10.04,22.5,Company_025,J0081,Student Applied,Tableau,Central,5.0,1.0,1,No
EXP_001,Student_0040,2025-04-15 06:34:15.426,Treatment,1,1,1,3.8200000000000003,39.06666666666667,Company_058,J0215,Student Applied,Sql,North,4.0,4.0,3,No
EXP_001,Student_0223,2025-04-16 11:25:08.514,Treatment,1,1,0,8.28,28.9,Company_058,J0200,Student Applied,Sql,West,2.0,3.0,1,Yes
EXP_001,Student_0230,2025-04-20 09:10:31.052,Control,1,0,0,3.75,20.1,Company_068,J0016,Company Posted,Power Bi,Central,2.0,7.0,1,No
EXP_001,Student_0136,2025-04-22 11:39:33.957,Control,1,0,1,6.4,33.45,Company_013,J0135,Company Posted,Power Bi,South,2.5,7.0,2,No
EXP_001,Student_0019,2025-04-25 11:46:46.678,Treatment,1,0,0,5.61,58.4,Company_009,J0215,Company Posted,Power Bi,West,0.0,7.0,1,Yes
EXP_001,Student_0020,2025-04-26 09:24:56.494,Treatment,1,0,0,1.17,62.0,Company_058,J0167,Company Posted,Power Bi,East,0.0,8.0,1,Yes
EXP_001,Student_0140,2025-04-26 23:50:23.038,Control,1,1,1,7.18,34.15,Company_034,J0187,Student Applied,Power Bi,Central,1.5,7.5,2,No
EXP_001,Student_0037,2025-04-29 02:19:25.943,Control,1,1,1,5.49,41.75,Company_069,J0188,Student Applied,Finance,East,1.5,8.0,2,Yes
EXP_001,Student_0139,2025-04-29 16:44:52.487,Control,1,1,0,8.14,9.5,Company_067,J0098,Student Applied,Data Analysis,East,1.0,3.0,1,No
EXP_001,Student_0100,2025-04-29 23:57:35.760,Control,1,1,1,5.465,31.450000000000003,Company_076,J0131,Company Shortlisted,Power Bi,North,0.0,1.5,2,No
EXP_001,Student_0077,2025-04-30 07:10:19.032,Treatment,1,1,0,8.56,58.0,Company_026,J0037,Student Applied,Tableau,North,3.0,7.0,1,Yes
EXP_001,Student_0172,2025-05-03 14:30:15.025,Treatment,1,1,0,10.96,10.3,Company_016,J0093,Company Shortlisted,Excel,Central,2.0,1.0,1,No
EXP_001,Student_0009,2025-05-06 21:50:11.018,Control,1,1,0,10.42,28.2,Company_058,J0055,Company Shortlisted,Power Bi,West,4.0,1.0,1,Yes
EXP_001,Student_0143,2025-05-07 12:15:37.563,Treatment,1,0,1,4.23,63.400000000000006,Company_069,J0034,Company Posted,Java,North,2.0,6.0,2,Yes
EXP_001,Student_0163,2025-05-08 17:06:30.651,Control,1,1,0,2.85,37.3,Company_080,J0018,Student Applied,Python,South,4.0,8.0,1,Yes
EXP_001,Student_0049,2025-05-09 14:44:40.467,Treatment,1,1,0,1.13,59.8,Company_024,J0123,Student Applied,Tableau,South,5.0,4.0,1,No
EXP_001,Student_0188,2025-05-10 12:22:50.284,Control,1,0,0,3.85,8.5,Company_035,J0029,Company Posted,Java,West,2.0,10.0,1,Yes
EXP_001,Student_0117,2025-05-11 17:13:43.372,Treatment,1,1,0,2.72,26.8,Company_051,J0016,Student Applied,Excel,East,0.0,7.0,1,Yes
EXP_001,Student_0120,2025-05-12 00:26:26.644,Control,1,1,1,5.155,43.2,Company_043,J0184,Student Applied,Python,North,2.0,4.0,2,No
EXP_001,Student_0076,2025-05-13 05:17:19.733,Treatment,1,1,1,4.75,45.85,Company_033,J0153,Student Applied,Sql,North,1.0,7.0,2,Yes
EXP_001,Student_0213,2025-05-18 15:06:18.631,Control,1,1,0,0.75,38.0,Company_075,J0181,Student Applied,Finance,North,5.0,10.0,1,Yes
EXP_001,Student_0089,2025-05-21 08:00:48.080,Treatment,1,0,1,7.96,39.55,Company_049,J0187,Company Posted,Data Analysis,Central,3.0,5.0,2,Yes
EXP_001,Student_0125,2025-05-24 22:33:27.346,Treatment,1,1,0,6.35,37.4,Company_062,J0062,Company Shortlisted,Finance,West,2.0,8.0,1,Yes
EXP_001,Student_0097,2025-05-25 12:58:53.890,Treatment,1,0,1,4.543333333333333,28.866666666666664,Company_059,J0153,Company Posted,Java,South,2.0,9.0,3,Yes
EXP_001,Student_0206,2025-05-28 20:18:49.883,Treatment,1,0,0,2.28,60.9,Company_052,J0110,Company Posted,Tableau,North,4.0,4.0,1,No
EXP_001,Student_0135,2025-05-31 20:26:02.604,Treatment,1,1,0,7.06,25.8,Company_039,J0005,Student Applied,Excel,North,2.0,6.0,1,No
EXP_001,Student_0200,2025-06-01 10:51:29.149,Control,1,1,1,2.535,52.2,Company_042,J0047,Student Applied,Excel,North,4.0,8.0,2,No
EXP_001,Student_0244,2025-06-02 08:29:38.965,Control,1,1,1,2.505,3.65,Company_014,J0009,Student Applied,Marketing,South,2.5,8.0,2,Yes
EXP_001,Student_0164,2025-06-05 01:24:08.414,Control,1,1,1,11.215,18.9,Company_017,J0062,Student Applied,Power Bi,West,3.5,8.0,2,Yes
EXP_001,Student_0196,2025-06-07 18:18:37.863,Treatment,1,1,0,7.44,35.3,Company_066,J0073,Student Applied,Excel,North,1.0,10.0,1,Yes
EXP_001,Student_0159,2025-06-11 01:38:33.856,Treatment,1,0,0,4.49,29.6,Company_036,J0029,Company Posted,Power Bi,South,1.0,6.0,1,Yes
EXP_001,Student_0148,2025-06-19 04:22:02.204,Control,1,1,0,5.04,9.7,Company_006,J0028,Student Applied,Sql,Central,1.0,3.0,1,Yes
EXP_001,Student_0171,2025-06-26 02:14:37.462,Treatment,1,1,0,4.06,21.5,Company_003,J0168,Company Shortlisted,Power Bi,North,0.0,6.0,1,No
EXP_001,Student_0204,2025-06-26 09:27:20.735,Treatment,1,1,0,11.71,27.8,Company_016,J0092,Student Applied,Java,Central,4.0,4.0,1,No
EXP_001,Student_0241,2025-06-29 16:47:16.728,Treatment,1,0,0,1.24,12.1,Company_036,J0170,Company Posted,Power Bi,Central,2.0,1.0,1,Yes
